,review,results
12238,kim k is alright but honestly so many niggas been in that i d rather not and miley got unfollowed that bitch is just strange,1
12239,kim kardashian look like a tranny with all that surgery,0
12240,kinda rt u mad friend rt fat fucking funky nasty ass hoes,1
12241,kinda just wanna cruise and see if i see that colorful ass bitch walking around best believe there will be one less clown on this earth,1
12242,kinda want to spit my gum into some bitches hair,1
12243,king ti vs tip and that troubleman albums all trash,2
12244,kip tokuda yellow guy working to niggerize the seattle pd died too bad there s another pos hiding in the wings to replace him,0
12245,kirk hinrich going fucking dumb out that bitch,1
12246,kiss imo this conductor it s 4 30 am have some courtesy you bitch,1
12247,kiss imik this bitch just added another 50 seconds to her story i think its a new record,1
12248,kissing that bitch but she sucking me,1
12249,knock em down wit sum chunky 128548 128299,2
12250,knockin a dent in dis big bitch fwm everywhere http t co cwhqm47v6t,1
12251,know that karma s too real hope you doin cool but still stupid ass bitch i ain t fuckin with yoooou,1
12252,know that the bad bitch got ittt 128553 127908,1
12253,know why birds don t wear pants cause their pecker s in the way,1
12254,know why the ultimate warrior died god loves fag toosoon he was an anti gay crusader so a little light jokes are necessary,0
12255,know you didn t see it but i know you bitches heard it,1
12256,know you don t like me cause you re bitch most likely does,1
12257,knowing what you want doesn t make you a bitch it makes you a woman who won t settle for anything less than what she deserves,1
12258,known to take a nigga bitch real quick,1
12259,kobe bryant is such a bitch grow up pussy,1
12260,kobe ain t no hoe,1
12261,kobe is fat amp im white 9996 rt some people just retarded lol rt y all really think kobe fat tho give me a break,1
12262,kobe to dwight you a soft muthafucka and you a bitch ass nigga lmaooo,1
12263,krakin this bitch ipem at 12 who sippin wit me elements http t co lgcm88hsnp,1
12264,kratataaaaa swag bitch,1
12265,kyles a bitch,1
12266,l7 niggas will rock anything a bad bitch post post on these social sites i just want a nigga to sniff a fart off my ass crack like dope,1
12267,la m 193 quina una vez en jap 243 n 5 japoneses crearon una m 225 quina que atrapaba ladrones primero la m 225 quina la http t co khzl8pfgct,2
12268,la is the only place where you will see some of the baddest bitches in the world at the bus stop,1
12269,literally 8220 gatsby fat hoes hold a nigga down 8221,1
12270,lmao joe was calling whitehouse offering advice yeah the president cares what a disgraced former redneck house guy from fl says morningjoe,2
12271,lmao rt rt yes amp no rt is it ok to beat a bitch up over some tweets or nah http t co gmcyhdtb,1
12272,lmao rt post away about this bitch i ve seen all the memes the word has to offer in regards to me i honestly don t care,1
12273,lmao rt you a bitch and rihanna always gonna be badder than kamehameha,1
12274,lmao did u really just call me a hoe lol yeah you hoe,1
12275,lmao what a comeback 8220 says the twat with the sides of her head shaved like a damn asshole,1
12276,lmao twitter little bitch ass site i need to start using this hoe more,1
12277,lmaoo rt tyga wife hoes and teenagers his life sucks,1
12278,lmaoo beans rt this bitch is so stupid smh http t co otonir2yex,1
12279,lmaooo gasp that bitch y all do too much from behind a phone,1
12280,lmaooooooo rt record scratches rt damn twitter famous bitches out hea strippin 128557 128557 http t co blrn8dzya3,1
12281,lmfao i found my diary me complaining about you being a bitch 128514 tbt i m dead http t co pl7qsas15b,1
12282,lmfao rt 8220 shut up u slutty white hoe rt didn 8217 t know the pats got destroyed tonight lmfaoooo 8221,1
12283,lmfao stupid bitch tells me at the door they already started and to come back 128514 128514 ummmm nah,1
12284,lmfaoo somebody commented on my book saying i need medical attention bitch you the one reading it 128514,1
12285,lmfaooooo bye 8220 american sports trash soccer and hockey the best sports 8221,2
12286,lmfaoooooo gay as fuck rt 128557 128557 128557 128557 128557 get these two faggots off my tl http t co okummsjeyi,1
12287,lmaoooo 171 gucci really ass but for some hoes i ll bump a couple songs 187,1
12288,lmaoooo 171 no shade taken it s swahili for ho and like den 8226 suaw lol 187,1
12289,lmaoooo 171 jesus healed folks wit leoparcy but yall hoes wanna get leopard print tattoos 187,1
12290,lol 128514 128557 i just remember that same bitch said she liked my hair then asked is it yours smfh wut yes,1
12291,lol at the benghazi hearings that proved nothing other than republicans only care about taking down pbo foxnews teabaggers,2
12292,lol there s a talking monkey live on the internet will wonders never cease,2
12293,lol what bitches yea go get the bouncer we were eye ballin your clearly pussy ass,1
12294,lololol rt freddy still have all the birds doppz still a wet man harry still on parry and we salting,2
12295,lrg ass nigguh,0
12296,lsu got a lot of thirsty muching nasty hoes football team stay running thru yall meal ticket wanting hoes lol,1
12297,laat zihni ozdil met rust jullie gemene trollen hoe durven jullie zijn mening in twijfel te nemen zijn zegje is wet en kuch kuch water,2
12298,ladies rt if your head game better than your pussy,1
12299,ladies love a real nicca,1
12300,ladies remember other women including your friends are trifling you speak too great about your nigga other bitches will try him smh lol,1
12301,ladies you are not a hoe if you fucked on the first night don t let these lonely bitches lie to you,1
12302,ladies do y all shave wax before visiting ur obgyn or let it grow out because u don t wanna seem like a hoe,1
12303,ladies lmaooo 171 rt if your pussy better than your personality 187,1
12304,lady next to me gon say her cooch is itching amp burning she thinks she got a uti no bitch that s something else down there,1
12305,lakers are a purple and yellow garbage can,2
12306,lakers are trash right now,0
12307,lakers fans will feel the pain the yankees fans are feeling today at the end of basketball season,2
12308,lamar odom is such a little bitch it s pathetic,1
12309,lame mcs still let hoes in stilettos play them those hoes nothin to us we aint pimps but they still cant press this average,1
12310,lame niggas trash,1
12311,lame niggaz wait in line wait for bitches wait to create wait for someone else to do shit for them,1
12312,lashontae a bad bitch times 3,1
12313,last night this bitch was talking bout she wanna smoke amp go to wingstop amp i was the 1st person she thought about who paying for all this,1
12314,last time i wore the shirt i m wearing today i fought a bitch on no ratchet bs but she yanked the fuck outta this shirt,1
12315,last year i cuffed that bitch well now its ovaaaaaa,1
12316,lasted year i cuffed that bitch well now its over,1
12317,late night phone convos with my hoomie that nigga a gook,0
12318,late night studio sessions bitch i got that work brickk ent ya bitch ycg night life http t co zrbdumjqu8,1
12319,latina bitches only,1
12320,laughin at all y all bitches sullystyle http t co c3n6vkd0,1
12321,laughing at my deck that they gave me yellow and jesus stencils all over it,2
12322,laughing at these hoes sexy bomb lebron notokay,1
12323,lauren amp i ate candy we found on the floor during class we are trash,2
12324,lawd jesus lets pray for these hoes 128591 128079 128079,1
12325,lawd i got so many enemies bitches i don t even know,1
12326,lebron bout to cry lil bitch,1
12327,levar burton called shatner a bitch lol,1
12328,lean wit it rock wit it az niccas lol,1
12329,leap tall hoes in a single bound,1
12330,leave a nicca traumatized,1
12331,leave it 2 teabaggers 2 whine about infrastructure when they r the ones who won t pay for it waiting on god to fix it morningjoe,2
12332,leave it to the bitch thats sharing her pussy with everyone to fuck up the relationship of the only people in love in the house,1
12333,leave it up to ronson to make my ass laugh when i m heated fucking bitch,1
12334,leave it up to me it would ve been in the trash all of it,2
12335,leave the bitchen to bitches,1
12336,lebron warm up jacket full then a bitch,1
12337,lebron gone dunk that hoe like that with ease,1
12338,lebron is such a pussy always has to get picked up for cramps and shit,1
12339,left a nice little message in his inbox so he deleted the comment where he called me a bitch 128514 these 8230 http t co qruvcvnepv,1
12340,left my calc final singing i m a boss ass bitch if that s any indication on how that went,1
12341,left my last bitch along ain t no need for stressing 128564,1
12342,leg day made me it s bitch,1
12343,legion of jig 128557 128557 128557,2
12344,lemme find out that bitch nigga talking shit,0
12345,lesbians all be like yo ho and scissor me timbers,1
12346,lesson nfl is 4 heterosexuals wat else do we need besides michael sam for us fags to get a clue breeders have their thing we have ours,1
12347,let a bitch be a bitch n a hoe be a hoe,1
12348,let a bitch say i got a small dick on god i ll whip that shit out and show everyone in the room what i got blessed,1
12349,let a bitch try and set me up she gone be stuck between a rock nd dis mufuckin glock my bitch bad she terrible 128044,1
12350,let a niggah try me,1
12351,let a nigguh try me fuck around fuck around fuck around meet his daddy,1
12352,let her be a hoe why you stopping her,1
12353,let him fuck his side hoes in peace smh rt wish my boyfriend would respond to my texts,1
12354,let me delete that for the little bitch reports me to mr olsen 128514,1
12355,let me find out floyd mayweather is being a bitter bitch today all on the social networks 128514 whohurtyou,1
12356,let me go on my block phase cause you hoes steady coming for me 128299 128299 128299,1
12357,let me see them titties bitch ice cream,1
12358,let me show you how that pussy work rt brian mcknight should have more accolades his music is everything everything,1
12359,let me tell yall i had a glass of something sweet this bitch brought me a full glass im thinking its the same thing and start gulping,1
12360,let me text my hoes gm or sumpin,1
12361,let niggas hate bitches loving it,1
12362,let the jig commence http t co pqvjievqza,2
12363,let the niccas feel on her booty lmaort take her to the hood were they do most good,1
12364,let them hoes be greatrt y all bitches be really reaching for the side titty look,1
12365,let these hoes be great 9996 65039,1
12366,let these hoes be hoes thats all we know,1
12367,let this white boy be ghetto 127773,2
12368,let those bitches keep loving sosa,1
12369,let s go la support my niccas no matter what,1
12370,let s be serious most fans callers wanted to run heavily and dink and dunk doesn t work great against a d you can t get extra yrds against,2
12371,let s cripple the vanity industry how actually start liking who we are and how we look,2
12372,let s go for the sweep yankees subwayseries,2
12373,let s just say the hotel i ve been staying at isn t going to want this hand towel back i had no idea i could turn em that shade of yellow,2
12374,let s not forget kim don t fight i kill hoes 128514,1
12375,let s play what will the ghetto white girl with neck tattoos in front of me buy if you answered cigarillo s you ve seen this episode b4,2
12376,let s run a train on this bitch,1
12377,let s see how this goes 128527 lol i m using my coupon haha kik dm text or if ya down tweet that hoe lolololol http t co bhzrswkiy1,1
12378,lethal bird flu cocktail sent out of lab accidentally went unreported 8211 cdc http t co mo2m6q3xtt,2
12379,lets finish strong yankees,2
12380,lets go hoosiers iubb 127936 http t co r6te1dxp,2
12381,lets go hoes its sing a long time you know the words trust an believe meeeeee,1
12382,lets these hoes be hoes thats all we know,1
12383,lex steele i know y all know him he been knocking hoes off for years and moaning in the process http t co iz75pey71z,1
12384,libertarians can be such pussies thought you believed in self defense yet you want a peaceful revolution,1
12385,liberty and justice for all rt go get me a sandwich nigger or i ll kill you,0
12386,libs trash saira blair an 18 year old republican who won a seat in the west virginia legislature http t co v01w8uamjy,2
12387,life rt hussle i m not giving these hoes free meals so they can go lay up with the dude they can t get over nope,1
12388,life ain t nothin but bitches and money,1
12389,life ain t shit but bitches amp money,1
12390,life aint nuthin but bitches and money icecube nwa,1
12391,life aint shit but bitches an money i pass that weed like i studied,1
12392,life aint shit but bitches and money,1
12393,life be my bitch and that hoe move when i say so 128175 http t co ezo2quqvhu,1
12394,life comes at you fast rt guys today i found out that i m a side hoe 128533 128529 128530,1
12395,life is a bitch but i appreciate her,1
12396,life is a bitch but every dog has its day,1
12397,life is a bitch but every dog has its day,1
12398,life is a bitch but i appreciate her mayne,1
12399,life is only unfair if you re a cunt,1
12400,life is too fuckin short for free bird,1
12401,life would be so much doper if you could order pussy like you do pizza,1
12402,life s a bitch amp then you die,1
12403,life s a bitch then you die tony,1
12404,lifes a bitch and then ya die thats why we get high,1
12405,light skin girls is the biggest hoes,1
12406,light skin niccas always wanna try to be ike turner lol rt only if u can take one back 128514 128514 128514,1
12407,light skin niggah 128514,1
12408,lighting my pretty ass up w them yellow stars lls,1
12409,lightskins and spanish girls be acting like breaking niggas hearts is a necessity stop being cruel bitch,1
12410,lightskins be like rt y all got me fuck up i m dicking down them young pv18 bitches for there refund check i got to pay rent,1
12411,like buddha gives a shit about obama or some other fuckin nazi fuck socialist retard with a fuckin iphone don t make me laugh gt,1
12412,like hoes ain t gone be satisfied until some more bodies come up missing in hattiesburg let me be the first to tell you,1
12413,like baathists before them isis amp al qaeda supporters rivalry is as absurd as their cause battling for who s the more authentic jihadi,2
12414,like hello my feet were clearly on the back of the desk bitch,1
12415,like i can t have niggas thinkin ho tep talk time is apart of my party sets,1
12416,like i said fuck a lebron his fan base bandwagons dick riders amp loyal ass eaters i don t like bitch niggas amp those that love one,1
12417,like nike bitch just do it,1
12418,like a skinny model boney bitch,1
12419,like a woman to tell you what she wants you to do without sounding like a bossy demanding bitch the art to that is sexy,1
12420,like bad kids bitch we reckless,1
12421,like bitch 128171,1
12422,like bitch that aint even attractive smh,1
12423,like bitch y u ain t do that in the first place,1
12424,like bitch you re a man that means you don t show fear or pain you be strong when others can t,1
12425,like damn hoe i gave you a chance when you was average why you aint beauty make over when we was together,1
12426,like don t play with me bitch,1
12427,like freaky bitch but i fucks with her,1
12428,like fucc i got into it wit my mama ajay the damn lunch lady duddy montea lowkey amp some lit raggedy hoe 128514 128557 all in one day,1
12429,like god damn you dirty bitch,1
12430,like keke say real niggas got a heart too it just take a real bitch for him to show it,1
12431,like lex so fine she can have all my hoes imma make my husband by her a lamborghini,1
12432,like literally after i m done texting someone when i don t text back i slide the bitch to the left i d win that money,1
12433,like my 3rd grade teacher used to say you either eat pussy or you are one what s it gonna be,1
12434,like my momma said don t waste yo time on plzing des fake ass bitches and bum ass dudes cause they ain t gone get u nowhere but pregnant and,1
12435,like my twat,1
12436,like out of no where you ve become an inconsiderate bitch and i m beyond done with your shitty attitude backup,1
12437,like real shit dude da closest nicca i done seen to ai,1
12438,like she got a death touch rt cor this bitch standing in front of me looking like rogue from the xmen,1
12439,like some nigga lie to bitches amp wonder why they go crazy that ain t me,1
12440,like stop being a bitch for 3 2 seconds,1
12441,like that bitch ernest or somebody,1
12442,like the hoes when they lay w me puppy eyes when i go sayin stay wit me,1
12443,like the song french got all the black bitches mad because my main bitch strawberry lololol,1
12444,like these nigguhs pussy there s no other thesis,1
12445,likka downtown bitch at a secondline rt carter man yeah that s ball game teddy bridgewater gettin in we hit 0 3,1
12446,lil 16 y o in trouble for beatin a bitch showing the judge zero respect lol brooklyn niggas and they temper,1
12447,lil kim really made herself trash smh 128148,2
12448,lil wayne has fucked every bad bitch in the game,1
12449,lil bitch,1
12450,lil bitch ass,1
12451,lil bitch but her ass move 128541 128540 128540 128540,1
12452,lil bitch coulda let me go i was right by my house,1
12453,lil bitch dumb 128514 128514 128514,1
12454,lil bitch with enough ass amp amp a future 128525 128536,1
12455,lil cuz need to help a bitch out,1
12456,lil dumb ass bitch i ain t fucking with you,1
12457,lil hoe tweets on point,1
12458,lil riri sittin pretty while u bitches layin petty,1
12459,lil seaside hoes walkin to our side for whaaat 128514,1
12460,lilly just tried to climb up a tree after a bird and completely failed oh my god 128514,2
12461,lima fears change but yet wants to bitch about how much it sucks 128529,1
12462,listen to her aaliyah she curving you on the low what it mean if a girl thinks u have the hoes but u don t,1
12463,listening to the latina women talk about their baby daddy s and beating bitches asses makes being in the sub at 9am worth it a little bit,1
12464,listing to my dumb ass mom amp just getting my eyebrows done at a new place the bitch fucced them up amp i have picture day tomorrow 128529,1
12465,literally every man in my fam copped a bad white bitch as a wife i ain t even boutta break da chain unless a latina comes around,0
12466,literally in the middle of the ghetto and these people look scary,2
12467,literally just got shit on by a seagull you re gonna fuckin die bird,1
12468,literally just got up and the first thing i did was chug a huge glass of water,2
12469,literally was in the best mood and bitches literally killed my vibe,1
12470,litterally can t wait for this weekend with my bad bitches 128527,1
12471,little bitch,1
12472,little bitty bumble bee 128029 128029 bumblebee http t co wgyl5upjqq,2
12473,little fucking gook who smells like shit an than thinking they re the motherfuckin boss the fuck,0
12474,little things can just kill a negros mood man,2
12475,live birds found in elmo doll at us mexico border from http t co jch9hqvlpl,2
12476,living with my bitches live borrelli saispas http t co c3vy1xuoha,1
12477,living with my bitches hashtag live http t co 9jkaywgevz,1
12478,lmao 128075 rt 8220 my nicca rt 127936 127936 127936 8221 wat fool,1
12479,lmao 128681 on the play rt getting pussy is so easy when they believe you re omar epps s brother or the steelers head coach s son,1
12480,lmao 171 171 i mean damn bitch you was almost ready 20 minutes ago http t co dtqgxjkjv7 187 187,1
12481,lmao i look like some 80s retard today http t co zgfv8z3hqc,1
12482,lmao lebron s expression says it all rt 8220 this nigga is a fuckin faggot https t co gsghizmdmw 8221,0
12483,lmao rt the food ain t gon run from you fat bitch,1
12484,lmao rt yeah that pussy yours cee rt come get some breakfast from boom rt breakfast plz,1
12485,lmao rt 55 if u live wit ya girl and u do dishes u a faggot,0
12486,lmao rt 55st so none of you bitches on my tl dirty salad extradressing,1
12487,lmao rt the in soles in reebok classics can t even handle the diabetic weight rick ross holds,2
12488,lmao rt yo a cooned out nigger boy,1
12489,lmao rt 128514 rt malik07 that s all it take ima start lifting bitches up after the club too,1
12490,lmao rt lowkey peyton manning trash,2
12491,lmao bitches is crazy after reading the first sentence to yaself jus see how dumb you sound asidebitchmadethis http t co pkvtascecv,1
12492,lmao chill spook rt you think you better than niggas cause you in miami you 252 ber colored faggot,1
12493,lmao drake is on some bullshit with serena williams wallah she looks like a tranny,1
12494,lmao he left that bitch 128514 128514 128514 128514,1
12495,lmao if i catch u in tha field i m blowin 128299 128168 128299 128168 128299 128168 8220 will chaysin shut yo bitch ass up opp lol 8221,1
12496,lmao let these hoes be hoes ain t no savin nem,0
12497,lmao look at these hoes rt http t co locexe8rcd,1
12498,lmao redskins turnin up,2
12499,lmao shorty twitter name is pussy 2 chubby lmfao im dead,1
12500,lmao that the funniest way to disrespect a person by calling him a itty bitty bitch makes me feel low in life,1
12501,lmao the shovel video is pretty awesome she went down like a ton of bricks lol gotta love honky riff raff savages that is all,2
12502,lmao they got the titanfall jump in this bitch,1
12503,lmao this bitch high asf and she asked me do i look high,1
12504,lmao this bitch thinks she fancy with some michael kors,1
12505,lmao this bitch,1
12506,lmao trifling ass bitch,1
12507,lmao wack ass rappers stay mad make better music then little bitch rt get on the suck my dick list,1
12508,lmao wallah you re nasty bitch,1
12509,lmao rt lmao rt you ll never be vegas you faggot punk bitch,1
12510,lmao rt grapes is fish pussy wett,1
12511,lmao rt harden look like the last air bender out this bitch http t co jn8exkxf,1
12512,lmao you niggas regionally picky about hoes now just say anything on twitter makes it s fun tho,0
12513,lmao rt nobody cleans a house faster than a nigga expecting some pussy,1
12514,lmao i still feel played bout this hoe,1
12515,lmao these hoes,1
12516,lmaoo 8220 bad bitch can i hit that you matching or bad bitch bats eyelashes are you matching or 8221,1
12517,lmaoo i should ve seen that coming rt fat bitches need love to craig,1
12518,lmaoo rt 8220 8220 angelsamuels ur a bitch for not following back 128575 8221 http t co p43u1qubwk 8221,1
12519,lmaoo rt la david bruh make a song called uber and the hook can be that uber make that pussy wet,1
12520,lmaoo rt that stfu who are u to prefer what a woman wears on her feet bitch rt i hate bitches that wear wedges,1
12521,lmaoo man this bitch thinks she s so intelligent,1
12522,lmaoo shut up hoe,1
12523,lmaoo tony spanked it maaad times to that bitch voice,1
12524,lmaoo u a downgrade has been jayin ass bitch,1
12525,lmaoo we was sayin this same statement last year rt boozer is trash bro i m done 128514,2
12526,lmaooo rt 55 she a tranny if she can open a jar of pickles by herself,0
12527,lmaooo naw man rt yo want in rt u serious bro lol rt 2 3 10am early bird special,2
12528,lmaooo nigga said a hol it down dyke was in the background,1
12529,lmaooo wait so why everybody talm bout card crackers i missed it,1
12530,lmaoooo rt his sister probably got the pussy that night rt cut card neverforget http t co hkxebfwdyz 8221,1
12531,lmaoooo deep rt that girl curved every nigga that tried to holla and nobody said fuck you then bitch whiteprivilege,1
12532,lmaoooo nah i m down here turning up rt yah not gonna believe this but being a bitch in bg being a bitch 128514 128514 128514 128514,1
12533,lmaoooo komo a bird in the hand is worth two in the bush http t co 50ye6jaadu,2
12534,lmaoooort remember when y all bitches were lotus flower bombs around this time last year,1
12535,lmaooooo rt bitches be like 8220 relationship goals 8221 8230 dumb ass nigga http t co 5cunhfd79o,1
12536,lmaooooo im outta here rt 1eye creep bobby shmurda looks like a negro league player http t co sngynagulc,1
12537,lmaoooooo 171 that bitch stripping at a murder scene 8220 my view 128525 http t co oijizl0naf,1
12538,lmaoooooo supreme being trash guess bape is trash to huh,2
12539,lmaoooooo rt rt dre really is a big sloppy bitch he s fat as shit,1
12540,lmaoooooo lil dave you a hoe for that,1
12541,lmaoooooooo rt you woke up a faggot didnt you rt betha my nigga ain t get carded since i was a sophomore b,1
12542,lmaoooooooo rt grapes dumped the shyt outta me fuck wrong with her i m perfect like angel pussy,1
12543,lmaoooooooo rt d angelo prolly nice as shit at madden now lmao fat bitch,1
12544,lmfao rt fat hoes in tight clothes be lookin like a half opened can of biscuits,1
12545,lmfao rt 55st eating pussy rt of what 128064 rt i really want my braces off it s in the way 128553 128553,1
12546,lmfao rt the new york have won 27 world series titles 8211 160 the most of all time,2
12547,lmfao rt trishaann i only twerk to somewhere in america because when hov says twerk you twerk bitch,1
12548,lmfao all bitches is hoes then,1
12549,lmfao bitch got her shit rocked,1
12550,lmfao but we don t talk gtfoh 128514 128514 bitch i guessed it amp i was right 128514 128527,1
12551,lmfao custy bitches be like come on in,1
12552,lmfao hoe,1
12553,lmfao niggas was going ham on the trash can in class,1
12554,lmfao no you didnt rt fresh got cute new avi and all but she too old for colored contacts 128073 128064 128584,2
12555,lmfao right rt you knew you was sidechick stop hating hoe,1
12556,lmfao this is some straight up retarded shit up in here,1
12557,lmfao u sloth trinidad james with a relaxer lookin ass bitch bri i hate niggers imma start talking to white boys,1
12558,lmfao watching brokeback mountain with taylor cuz we ve both never seen it aha queers,1
12559,lmfao oh i forgot texting it to u now rt i told u to text me what i need to buy for the salad a bitch hungry,1
12560,lmfaooo nigga rt nigga yo lips look like a charcoal bitch pussy,1
12561,lmfaooo this bitch hits my car and calls the cops and says it was my fault 128514 128514 128514 dumb bitch,1
12562,lmfaooo 8220 two bad bitches giving me head at the same dam time oldpics lol http t co y4dxfh8nlv 8221,1
12563,lmfaoooo fizz baby mama snatched that bitch soul,1
12564,lmfaooooo rt can t trust a bitch that don t smile with her teeth,1
12565,lmfaoooooo rt i m so glad my shorty ain t all over twitter and ig tryna be a famous columbus hoe 128514 128514 128514 128514,1
12566,lmfaoooooo rt lmfaooooooopoooooo rt 8220 here come yo bitch ass auntie 8221 http t co e5kllhp0cv,1
12567,lmfaooooooooo bro rt strippers on twitter talking about how much money they made tonight like bitch i will rob you,1
12568,load this bitch up with kool aid,1
12569,lock 5 fat bitches in 1 room for 5 days with just 5 mcdoubles now that s hunger games,1
12570,log off nigger rt relationshipgoals http t co ge9koimygj,2
12571,lol facts the baddest bitches be porn stars n strippers,1
12572,lol active rt idgaf about an active hoe as long as she s not fucking my man need to learn how to mind your business,1
12573,lol me next time bitch,1
12574,lol father has bitches pouring arizona tea on themselves in this one video,1
12575,lol i followed the bitch just so i can unfollow her cause she talkin shit shit away with her two,1
12576,lol i love when ppl think ima fucking look away like a pussy when i catch them staring at me lmao look away hoe,1
12577,lol i make hoes madd hahhaha fakingg,1
12578,lol i never understood retards who use the atm and pay a 2 fee to get 20 and put it in gas so the don t pay the credit price,1
12579,lol i see what you did there rt hell yeah bitches hate that shit,1
12580,lol i told kenzie s bf i was going to stop cussing and he lol d in my face like bitch u don t even know me,1
12581,lol i told my brother imma good christin girl he said nah u a wholesome hoe lmaoo so bogus who says shit like dat he mean af,1
12582,lol it ain t nun wrong wit tryn to be 1 of da realist niccas n da city tho salute,1
12583,lol jk i changed my number on them ho s,1
12584,lol lebron a bitch now that basketball is back say goodbye to sports center it s lebron center now,1
12585,lol nicca dime game got soo much clout niccas goin to da store to buy sum dice,0
12586,lol rt just need to know what that pussy like so one time is fine with me,1
12587,lol rt youuuuu got niggas but i don t got bitches,0
12588,lol rt most chicks that go to enon are hoes or reformed hoes,1
12589,lol sam said betty boop is a hoe 128514,1
12590,lol actually bitch please choke on my nuts,1
12591,lol at bitches thinking kanye is the perfect man because he opened the car door for his wife you bitches don t know wtf y all need,1
12592,lol at the random fist fight aka pussy shove match at dnd tonight,1
12593,lol at these honkies talking trash i m done with this shit growup whitetrash,1
12594,lol at this bitch ass boy telling me how to respond to peer pressure for values of peer pressure that equal being called a groupie,1
12595,lol bitch,1
12596,lol bitch u a has been,1
12597,lol bitch you think you re classy the fuck ever,1
12598,lol bitches be hella mad about they exs like why can t you be friends and forget about the past,1
12599,lol colored contacts played out,2
12600,lol dat bitch petty,1
12601,lol faggot team pipe beef,1
12602,lol hell naw fuck dat one swing all swing bitch one gone get punch then the rest gone get punched tf out lmao,1
12603,lol ike turner http t co 8ynqyyaojo,2
12604,lol im out here curving bitches like im taken,1
12605,lol it s 4 36 and bitches are out here staggering drunk,1
12606,lol lawwwddd that s why i aint fuck with jitt i never wanna be labeled a hoe,1
12607,lol life made her a hoe,1
12608,lol look is mike brown s twitter look at the trash he wrote about lmao gentle giant my ass ferguson,1
12609,lol my brother a fag mann,1
12610,lol my brothers just said he a pussy ass niga well in the words of wizdom i second dat lmaoo leave u hurt out here,1
12611,lol my porn name is master licker wtf y i gotta have dat bitch ass name,1
12612,lol niccas remember the ginyu force 128514,1
12613,lol niggas out here saving hoes 128514 128514,1
12614,lol niggas still be talking about me threw bitches smh,1
12615,lol petty ass rt lmmfaooooo a hoe 128514 128514 128514 http t co mstseeet4r,1
12616,lol shawty at sheets gave me her number haha i throw tht shit in trash outside,1
12617,lol stop fuckin wit dem birds rt 713 fuck y all hoes all y all do is lie,1
12618,lol that s some hoe shit,1
12619,lol they tricking niccas left n right,1
12620,lol this freshman said why dress up as a baby that s so retarded i said well i mean u act like a baby so might as well dress like one,1
12621,lol this girl makes fun of guys for having like light voices but i m just like bitch your voice is like deeper than five men together wtf,1
12622,lol u mad motherfuckin hoe,1
12623,lol when a nigga say he miss u say don t miss me miss ya bitch lmao,1
12624,lol you re a cunt liar and i hope you drop dead k,0
12625,lol 8220 bitch ooop qt p0rsche you little twats 8221,1
12626,lol so since i m from the south i automatically sound like a fucking redneck hahahaha how about fuck you stupid ass,0
12627,lol what i look like waiting on another nigga bitch 128514 128514 128514,1
12628,lol nice crutch hoe,1
12629,lol shut up rt lmao early bird gets the worm,2
12630,lololol joey lattimes phone just called him retarded,1
12631,lolololol not to be a hoe but that was a nyyce one,1
12632,long hair pussy any time you want it,1
12633,long neck ass bitch lmbo,1
12634,long yellow,2
12635,longway bitch,1
12636,look a y all makeup bitches lookin like a ghost when ya wake up bitches,1
12637,look at me does it look like i give a fuck or half a fuck or the square root of a fuck no the slope of my fuck is zero,1
12638,look at that thot pussy popping for usher,1
12639,look at them hoes man fuck them hoes niggah lets get smoked,1
12640,look at this bad bitch dority http t co jnnqwisao5,1
12641,look at this coon ass nigga here standing on a damn toilet looking around for his manhood 8230 http t co 3wypsnrlu3,0
12642,look at this fucking kaffirs hairdo only a nigger http t co lmwqj1etoa,1
12643,look at this little faggot tell her she s beautiful as much as you can it ll make her smile,0
12644,look at this pussy http t co cpyo5yp005,1
12645,look at y all bitches only hmu when ya wifi on bitches,1
12646,look at you lying ass bitches couldn t finish school stripping on ya mind ass bitches,1
12647,look at you now look at us all my niggas look pussy as fuck,1
12648,look bitch go and suck a dick i m a real street nicca i ain t wit dat sucka shit,1
12649,look rich act poor and never trip over a bitch that ain t yours 128175,1
12650,look call me chubby call me a dumb stoner say i m an asshole whatever but we alllll know i can rap bitch shut the hell up hahaha,1
12651,looked like you but at the same time looked like some biker bitch or punk rock bitch from a 90 s movie,1
12652,lookin at my bitch i bet she give yo ass a bone,1
12653,lookin at u hoes federalboobieinspector http t co wxlgv8xkdx,1
12654,lookin for your bitch she probably with me,1
12655,lookin like a total swag fag ayeeee,1
12656,looking back i liked colored better let s go back to that,2
12657,looking forward to ncaa and nba basketball 127936 in the states soon iubb hoosiers pacers pacernation and of course breadsticks,2
12658,looking like a nappy headed hoe but reppin that patrick ewing crew neck tho http t co 6z7snf26xh,1
12659,looks as if federal gun laws to be proposed this week lack awb hope the media and antigun crowd choke on crow,2
12660,looks like a tool but is useful as a clay hammer fag http t co k7wqlawrwm,2
12661,looks like the yankees will be competing with boston for the east cellar this year mlb,2
12662,looks like the next douche bag teabagger to be crowned governor is some ghoul named ducey rhymes with douchy azgov azvotes tcot gop,1
12663,lord rt just shut up you pathetic ass bitch you re so worthless,1
12664,lord please get me out of this ghetto ass hospital 128514 128514,1
12665,los bitch taught me the true meaning of gravity when her panties kissed her ankles,1
12666,los bitch told me if my name start with a d i could fuck a b c she got the d,1
